ID,Description,Entry_ID,Comment,Synonym,alt_translation1,alt_translation2
SN002661,earrings,sarcillus,"Se encuentra casi siempre con el pluralizador del español ""s"".",arete ; candonga,"aretes, zarcillos",candonga
SN002662,sardine,sardina,,,sardina,sardina
SN002663,"mange, scabies",sarrna,Afección cutánea.,,sarna,"caracha, sarrna"
SN002664,fig-leaf gourd seed sauce,sarsa,,,"zarza, salsa de pepa de zambo",zarza
SN002665,"firecracker, fireworks",sarta,,,"fuegos pirotécnicos, cohete, petardo",sarta
SN002666,pan,sarten,,,sartén,"payla, sarten"
SN002667,dark,scuro,,,obscuro,yana
SN002668,dry,secana,,,secar,chaquina
SN002669,dry,seco,,,seco,chaquishca
SN002670,"main dish, main course (not soup)",LX000177,,,"plato seco, plato segundo",secu
SN002671,secret,secreto,,,secreto,"pacalla, pacajago"
SN002672,"meeting, session",secsion,,sesion,"sesión, reunión",tandanajuy
SN002673,sector,sector,,,sector,sector
SN002674,lemon verbena,sedron,,,cedrón,"sedron jambiyura, sedron yura"
SN002675,depending on,segun,,,según,shina imasna
SN002676,second (f),segunda,,,segunda,segunda (huarmipa)
SN002677,second (m),segundo,,,segundo,segundo (jaripa)
SN002678,Segundo,Segundo,Nombre propio (persona).,,Segundo,Segundo
SN002679,surely,seguramente,,,seguramente,alipacha
SN002680,secure,segurana,,,asegurar,alipachana
SN002681,"secure, secured",seguro,,,seguro,"seguru, segurashca"
SN002682,jungle,selva,,,selva,sacha
SN002683,week,semana,,,semana,semana
SN002684,Easter week,Semana_Santa,,Pascua,"Semana Santa, Pascua","Pascua, Jatunpuncha, Semana Santa"
SN002685,weekly,semanal,,,semanal,"cada semana, semanal"
SN002686,"plant, sow, seed, stock (e.g. fishing hatchery)",sembrana,,plantana ; resembrana,sembrar,tarpuna
SN002687,field for cultivating,sembrashca,,,sembrado,tarpushca
SN002688,crop field,sementera,,chagra,"sementera, chagra",chacra
SN002689,"cemetery, graveyard",sementerio,,,cementerio,"pantion, simintera"
SN002690,seed,semilla,,muyu,semilla,muyu
SN002691,seeding,senbriyo,,,"sembrío, sembrado",tarpushca
SN002692,SENESCYT (Secretariat of Higher Education Science Technology and Innovation),senescyt,"Siglas para: Secretaría de Educación Superior, Ciencia, Tecnología e Innovación.",,SENESCYT,SENESCYT
SN002693,"Mr., man",LX000178,Sustantivo que es más usado con mestizos.,,señor,"mishu, tayta"
SN002694,"Mrs., Ms., ma'am, woman",LX000179,Sustantivo que es más usado con mestizos.,,señora,mama
SN002695,Miss,LX000180,,,señorita,cuytsa
SN002696,cent,sentabo,"Se encuentra frecuente con el pluralizador del español ""s"".",,centavo,"sentabu, uchilla culqui"
SN002697,sit,sentana,,,sentarse,tiarina
SN002698,feel,sentina,,,sentir,sentina
SN002699,"waist, belt",senturas,"Se encuentra frecuente con el pluralizador del español ""s"".",,cintura,siqui tullu
SN002700,separated,separado,,separashca,separado,"partirishca, separashca"
SN002701,separate,separana,"Se encuentra frecuente con el causativo ""-chi"".",,separar,"separana, na tandarina"
SN002702,separated,separashca,,separado,separado,"partirishca, separashca"
SN002703,September,septiembre,Mes del año.,,septiembre,septiembri
SN002704,drought,sequedad,,sequia,sequía,"chaquishca, sequedad"
SN002705,"ditch, irrigation canal",sequia,,,"acequia, zanja, canal",larca
SN002706,should be,ser,"Expresión derivada del español ""ser""; esta palabra no adquiere morfología verbal.",,ser (de),-yarin
SN002707,collect morning dew/ mist,serenana,"Se encuentra frecuente con el causativo ""-chi"".",,serenar,serenana
SN002708,"dew, mist",sereno,,,"sereno, rocío",sereno
SN002709,zero,sero,,,cero,illan
SN002710,"mountains, highlands",serra,,,sierra,serra
SN002711,service,servicio,,,servicio,servicio
SN002712,serve,servina,,LX000199,servir,servina
SN002713,sixty,sesenta,,,sesenta,"sisinta, sucta chunga"
SN002714,"slanted lines, crooked lines, diagonal lines",sesgo,,,"sesgo, torcido, chueco, línea diagonal","bishto, sesgu"
SN002715,"meeting, session",sesion,,secsion,"sesión, reunión",tandanajuy
SN002716,seventy,setenta,,,setenta,"sitina, canchis chunga"
SN002717,seventy-three,setentaitres,,,setenta y tres,"setentaitres, canchis chunga quimsa"
SN002718,sixth,sexto,Número ordinal.,,sexto,sextu
SN002719,"thick, heavy, stiff",shagra,,,"grueso, pesado, tieso",sagra
SN002720,shamanism,shamanismo,,,chamanismo,shaman
SN002721,"located (be), be at, wait",shayana,Verbo que no es común.,,"ubicado (estar), parado (estar)",shayana
SN002722,"separated, private",shican,,particular,"separado, aparte, particular",shican
SN002723,"language, tongue",shimi,,,"idioma, lengua, boca",shimi
SN002724,"rob, steal",shuana,,estafana ; robana,robar,shuana
SN002725,robbed,shuashca,,,robado,shaushca
SN002726,"thief, robber",shuhua,,ladron,ladrón,shuhua
SN002727,"miscarriage, abort",shulluna,,,abortar,shulluna
SN002728,heart,shungu,,,corazón,shungu
SN002729,name,shuti,,nombre,nombre,shuti
SN002730,yes,si,,,sí,ary
SN002731,"if, whether",LX000181,"Es más común en palabras compuestas derivadas del español ej.: sino, siesque.",siesque,si,"si, -cpica"
SN002732,"cortaderia, spindles",sicsi,Nombre científico: cortaderia selloana.,,"cortaderia, sigse",sicsi
SN002733,blind,siega,,tuerto,ciega,"ñauso, tuerto"
SN002734,"certain, true, right (be)",sierto,,,"verdad, cierto","sierto, siertopacha"
SN002735,"if, whether",siesque,"Expresión fija derivada del español: ""si + es + que"".",LX000181,si es que,"si, -cpica"
SN002736,seven,siete,,,siete,canchis
SN002737,"mean, signify, represent",significana,,,significar,"significana, billana"
SN002738,next,siguiente,,,siguiente,cutin
SN002739,"follow, continue, chase",siguina,,,seguir,catina
SN002740,whistle,silbana,,,silbar,cayachina
SN002741,chair,silla,,,silla,silleta
SN002742,small chair,silleta,"Diminutivo de ""silla"".",,sillita,silleta
SN002743,nail (figure/ toe),sillu,,LX000197,uña,sillu
SN002744,Simeon,Simion,Nombre propio (persona).,,Simeón,Simion
SN002745,always,simpre,,tocuy ; todo,siempre,"simpri, alipacha"
SN002746,without,sin,,,sin,"na, sin"
SN002747,if not,sino,,,sino,"na, sino"
SN002748,"bottom, ass, back",siqui,,,"rabo, trasero, culo, espalda","siqui, huasha"
SN002749,"at least, about, roughly, approximately",siquiera,"Expresión fija derivada del español: ""si + quiera"".",mas_o_menos ; masqui ; porlomenos,"siquiera, por lo menos, alrededor de, aproximadamente","siquira, ashtahuan shinalla"
SN002750,sew,sirana,,cotsena,coser,sirana
SN002751,"work, good (be), value (be of/ have)",sirvina,,,servir,"sirvina, valina"
SN002752,flower,sisa,,,flor,sisa
SN002753,system,sistema,,,sistema,sistema
SN002754,"armpit, underarm",sobaco,,,"sobaco, axila",sobaco
SN002755,extra,sobra,,,sobra,puncho
SN002756,"extra (be), surplus (be in)",sobrana,,,"sobrar, ahorrar",puchuna
SN002757,about,sobre,,,"sobre, acerca de","-pa, -manta"
SN002758,postnatal care,sobreparto,,,sobreparto,unguil
SN002759,niece,sobrina,,masha,sobrina,masha (huarmipa)
SN002760,nephew,sobrino,,masha,sobrino,masha (jaripa)
SN002761,"associate (f), member (f), partner (f)",socia,,,"socia, miembro (f)",socio (huarmipa)
SN002762,"associate (m), member (m), partner (m)",socio,,,"socio, miembro (m)",socio (jaripa)
SN002763,rope,soga,,,soga,cabuya
SN002764,sun,sol,,,sol,inti
SN002765,"just, only, alone",sola,,,sola,"sola, sololla (huarmipa), -lla"
SN002766,"just, only",solamente,,,solamente,"shinalla, -lla"
SN002767,scorching sun,solazo,,,solazo,mama inti
SN002768,"weld, solder",soldana,,,soldar,soldana
SN002769,"loneliness, solitude",soledad,,,soledad,sololla
SN002770,"request, apply, ask for",solicitana,,pidina,"solicitar, pedir",mañana
SN002771,"just (f), only (f), alone (f)",solita,"Diminutivo de ""sola"".",,solita,sologulla (jaripa)
SN002772,"just (m), only (m), alone (m)",solito,"Diminutivo de ""solo"".",,solito,sologulla (huarmipa)
SN002773,"just, only, alone",solo,,unico,solo,"solo, -lla"
SN002774,"let go, release, drop",soltana,,,"soltar, zafar",cacharina
SN002775,single (f),soltera,,,soltera,"shuclla (huarmipa), solalla"
SN002776,single (m),soltero,,,soltero,"shuclla (jaripa), sololla"
SN002777,"solve, arrange, fix up, tidy up",solucionana,,arreglana,"solucionar, arreglar","acomodana, alichina, arreglana"
SN002778,shadow,sombra,,,sombra,sombra
SN002779,"trilby hat (similar to), derby hat (similar to)",sombrero,,angara_palo_muchigu ; cobil,sombrero,muchigu
SN002780,straw hat,sombrero_de_palo,,,sombrero de palo,caspi muchiju
SN002781,sound,sonana,,,"sonar, timbrar","huacana, uyarina"
SN002782,dream,LX000182,,,soñar,muscuna
SN002783,"fool (f), silly (f), idiot (f), stupid (f)",sonsa,,,"sonsa, tonta",mushpa
SN002784,soup,sopa,,,sopa,api
SN002785,deaf,sorrdo,,,sordo,surdu (na uyanchu)
SN002786,"support, help out",sostenena,"Se encuentra frecuentemente con el reflexivo ""-ri"".",apoyana,"sostener, apoyar","charina, ayudana"
SN002787,"Steven, Estiven",Steeven,Nombre propio (persona).,,Steeven,Steeven
SN002788,soft (very) (f),suavita,"Diminutivo de ""suave""; adjetivo que no es muy común. Véase ""suavito"".",,suavita,"amuc amuc (huarmipa), amuchua (huarmipa)"
SN002789,soft (very) (m),suavito,"Diminutivo de ""suave"".",,suavito,"amuc amuc (jaripa), amuc (jaripa)"
SN002790,"soften, soft (make)",suaviyachina,"Raíz irregular basada en su formación del español ""suavizar"".",blandana,"suavizar, ablandar","amucyachina, yacuyachina"
SN002791,"slope, hillside",subida,,cuesta ; ladera,"subida, cuesta, ladera","shayac, ladera"
SN002792,"climb, go up, hike up",subina,,,"subir, escalar",bishicana
SN002793,"happen, occur, take place",sucedena,,,suceder,sucedina
SN002794,dirty (f),sucia,,mapa,sucia,mapa (huarmipa)
SN002795,dirty (m),sucio,,mapa,sucio,mapa (jaripa)
SN002796,"blond, light",suco,,,"suco, rubio, claro",suca
SN002797,sucre,sucre,Moneda antigua del Ecuador.,,sucre,sucre
SN002798,sweat,sudana,,,sudar,sudana
SN002799,mother-in-law,suedra,,,suegra,suedra
SN002800,father-in-law,suedro,,,suegro,suedro
SN002801,"salary, wage",sueldo,,,sueldo,sueldo
SN002802,"floor, ground",suelo,,,"suelo, tierra",alpa
SN002803,luck,suerte,,,suerte,"suerte, alihualla"
SN002804,good luck!,LX000183,,,suerte!,suerte!
SN002805,"fortunate (f), lucky (f)",suertuda,,,suertuda,jatun alihualla (huarmipa)
SN002806,"fortunate (m), lucky (m)",suertudo,,,suertudo,jatun aligu (jaripa)
SN002807,"enough, sufficient, adequate",suficiente,,,suficiente,"ashta, alipacha"
SN002808,suffer,sufrina,,,sufrir,"sofrina, llaquina"
SN002809,Switzerland,Suisa,Nombre de país.,,Suiza,Suisa
SN002810,Sumak Pacha,Sumak_Pacha,"Nombre de una organización de Turismo Comunitario formada en Pijal en el año 2006. ""Sumak Pacha"" es una frase originaria del Quichua que significa ""tierra fértil"" o ""tierra hermosa"".",,Sumak Pacha,Sumak Pacha
SN002811,Supermaxi,Supermaxi,Nombre de un supermercado en Ecuador.,,Supermaxi,Supermaxi
SN002812,blow (e.g. exhale),suplana,,,soplar,fucuna
SN002813,south,sur,Punto cardinal.,,sur,sur
SN002814,suspend,suspendena,,,suspender,suspendina
SN002815,Tabacundo,Tabacundu,Es una ciudad ubicada al oeste de la ciudad de Cayambe y al noreste de Quito.,,Tabacundo,Tabacundu
SN002816,"work, labor",tabajana,,,trabajar,llancana
SN002817,"work, job, career",tabajo,,,trabajo,llancay
SN002818,Tabango,Tabango,Apellido.,,Tabango,Tabango
SN002819,"board, slab",LX000184,,,tabla,caspi tabla
SN002820,sole (of foot),LX000185,,LX000154,planta de pie,chaqui tabla
SN002821,"wall (made of dirt), dirt wall",tafial,,,"tapial, pared (hecha de tierra)","pirca (alpamanta), tafial"
SN002822,"hit, smack, beat",tahuarina,,golpiana ; LX000150,golpear contra,tahuarina
SN002823,noodles,tallarin,,,tallarín,tallarin
SN002824,heel,talon,,,talón,chaqui talon
SN002825,"maybe, perhaps, possibly",talves,,,tal vez,talves
SN002826,"too, as well, also, additionally",tambien,,,también,"tambien, -pash, -pish"
SN002827,drum,tanbor,,,tambor,"tamburr, bombo"
SN002828,meet,tandana,,reunina,reunir,tandana
SN002829,tank,tanqui,"Recipiente para el gas (combustible), el agua, etc.",,tanque,"tanque, yacu tanque"
SN002830,go on and on about something,tanta_fama,"Expresión fija del español: ""tanta + fama""",,tanto que dice,"ashta mama jama, ashta mama bulla"
SN002831,so much,tanto,,,"tanto, mucho",achica
SN002832,cover,tapana,,,tapar,tapana
SN002833,"rammed earth wall (make, construct), dirt wall (make, construct)",tapialana,,,"tapial (hacer, construir)",tafialana
SN002834,"thump!, boom!, thud!",LX000186,,,tarac!,tarac!
SN002835,"afternoon, evening",tardi,,,tarde,chishi
SN002836,"become late in the day, spend the day, be late",tardiana,,chishiana,"hacer tarde, pasar el día, tardarse","chishiana, falta yaycuna"
SN002837,"chore, task, homework, errand",tarea,,deberes,tarea,yanapay
SN002838,Thargelia,Targelia,Nombre propio (persona).,,Targelia,Targelia
SN002839,"stutterer, stammerer",tarrtamudo,,,tartamudo,nali parlana
SN002840,"chew, crunch, munch",tascana,,,"tascar, masticar",cashtuna
SN002841,great (e.g. great-great-father),tatara,,,tatara (ej. tatara abuelo),jatungu (taita)
SN002842,"yuck!, disgusting!",LX000187,,,"tatay!, qué asco!","tatay!, ashnajomi!"
SN002843,basket,LX000188,,canasta,canasta,canastu
SN002844,"cup, glass",LX000189,,,"tasa, vaso",pilchi
SN002845,nest,tatsin,,,nido,tatsin
SN002846,"lot (a), many, much",tauca,,arshto ; bastante,"mucho, bastante, harta","achia, achca, tauca"
SN002847,lean against,taunana,,,arrimar,taunana
SN002848,taxi,taxi,,,taxi,"taxi, carsho"
SN002849,banana passionfruit,taxo,,,taxo,taxu
SN002850,"dad, father, mister, Mr., guy, man, gentleman, fellow, sir",tayta,Expresión honorífica.,,"padre, tayta, papa, señor","tayta, yaya"
SN002851,Mt. Imbabura,Tayta_Imbabura,Nombre de un volcán al norte de Pijal.,,volcán Imbabura,Tayta Imbabura
SN002852,"dad, daddy, mister, Mr., sir",taytico,"Expresión honorífica y del diminutivo de ""tayta"".",papaso,"padrecito, papacito, señorcito","taytagu, yayagu"
SN002853,tea,te,,,té,te
SN002854,roof,techo,,teja,"techo, tejado",ticho
SN002855,tile (clay - roof),teja,,techo,"teja, tejado",teja
SN002856,"knit, weave",tejena,,,tejer,ahuana
SN002857,"fabric, cloth",tela,,,"tela, telado","tela, ahuashca"
SN002858,loom,telar,,,telar,"ahuana caspi, telar"
SN002859,"TV, television",tele,"Abreviación de ""televisión"".",,"tele, televisión","tele, televisión, chaipiricuna"
SN002860,telephone,telefono,Teléfono fijo o con línea fija.,,teléfono,"telefono, cayachira"
SN002861,"TV, television",television,,,"tele, televisión","tele, chaipiuyana"
SN002862,"shake, tremble, shiver",temblana,,,temblar,chujchujuna
SN002863,"earthquake, tremor",temblor,,terremoto,"terremoto, temblor",alpamama cuyu
SN002864,"temperature, fever",temperatura,,,"temperatura, fiebre, calentura","rupay, cunuc"
SN002865,"season, nowadays",temporada,,,"temporada, hoy en día, ahora","temporada, pacha, cunan"
SN002866,"early, early morning, dawn",temprano,,LX000062 ; madrugadu ; tutamanta,"temprano, madrugado","tutamanda, ansa"
SN002867,"tend to, hang, layout",tendina,"Verbo usado en referencia a: tender la cama, ropa, tareas y animales.",,tender,mantana
SN002868,fork,tenedor,,,tenedor,tenedor
SN002869,have,tenena,,,tener,charina
SN002870,"stretch, stretch out",tenplachina,,,"estirar, templar",templarina
SN002871,third (m),tercer,,,tercer,quimsa (m)
SN002872,"senior, elder",tercera_edad,,,tercera edad,"jatun mama, jatun tayta, paya, mayor"
SN002873,"hard-headed, stubborn",terco,,,terco,mana uyana (verboshna)
SN002874,calf,ternero,,,ternero,uchilla huagra
SN002875,"terrace, patio, rooftop",terrasa,,,"terraza, azotea, patio","losahuasi, terrasa"
SN002876,"earthquake, tremor",terremoto,,temblor,"terremoto, temblor",alpamama cuyu
SN002877,land,terreno,,alpa,terreno,alpa
SN002878,landowner,terrenoyu,,alpayu,dueño de terrenos,alpayu
SN002879,"clump, lump, clod (e.g. of dirt)",terron,,curpa,terrón,curpa
SN002880,third (f),tersera,,,tercera,quimsa (f)
SN002881,breast,teta,,,"seno, teta",chuchu
SN002882,"aunt, Mrs., Ms., ma'am, woman",tia,Expresión honorífica.,,"tía, señora, mujer","mama, huarmi"
SN002883,woman,tiahuarmi,"Palabra compuesta del español: ""tía"" y del quichua ""huarmi"".",,mujer,caishina huarmi
SN002884,warm (f),tibia,,,tibia,cunuclla (huarmipa)
SN002885,warm (m),tibio,,,tibio,cunuclla (jaripa)
SN002886,time,tiempo,"Se encuentra también con el pluralizador del español ""s"".",,tiempo,"pacha, tiempu"
SN002887,"store, convenience store",tienda,,,tienda,tenda
SN002888,"young (very), green (very) (not ripe)",tiernito,"Diminutivo de ""tierno"".",,tiernito,llullugu (yurapa)
SN002889,"baby, young, green (not ripe)",tierno,,llullu,"bebé, tierno",llullu
SN002890,"earth, ground, dirt",tierra,,,tierra,alpa
SN002891,"clay pot, clay platform for cooking",tiesto,,callana,tiesto,callana
SN002892,linden (small leaf) (medical plant),tifo,Planta medicinal.,,tipo,tifu jambiyura
SN002893,"vat, barrel, bucket, sink, tub",tina,Recipiente que se usa para recolectar el agua.,,tina,tina
SN002894,"flick (with fingers), play (a game involving aiming, throwing, or firing at something)",tingana,Juego antiguo en el que se usaba bolas (esferas de distintos materiales); o la acción de lanzar las bolas con los dedos.,,"tingar (con los dedos), jugar (apuntando, tirando o lanzando a algo)","tingana (maqui diduhuan), pucllana (pucllayca shitashpa)"
SN002895,put together sections of a clothing item,tinguina,"Termino usado en la costura para juntar distintas partes de una prenda de vestir (ej.: collares, bordados o mangas de una camisa).",,unir secciones de ropa,tinguina
SN002896,"stain, dye, paint",tinturana,,,"tinturar, teñir, pintar",tinturana
SN002897,"uncle, Mr., man",tio,Expresión honorífica.,,"tío, señor, hombre",tayta
SN002898,traditional (f),tipica,,,típica,tipica
SN002899,traditional (m),tipico,"Se encuentra también con el pluralizador del español ""s"".",,típico,tipico
SN002900,"type, class, kind",tipo,"Palabra que va casi siempre seguida por la preposición del español ""de"" + un sustantivo.",laya,"tipo, clase",laya
SN002901,throw,tirana,,LX000014 ; tirana,tirar,shitana
SN002902,"brush, tease (e.g. wool)",tisana,,,"escarmenar, cardar, carmenar",muruna
SN002903,towel,toalla,,,toalla,"toalla, ahuashcata chaquichingapa"
SN002904,Toaquisa,Toaquisa,Apellido.,,Toaquisa,Toaquisa
SN002905,play (instrument),LX000190,,,tocar (instrumento),tocana (instrumento)
SN002906,"have to, need to, must",LX000191,,tucuna,toca + verbo,cana (minishtina)
SN002907,Andean walnut,tocte,Clase de nuez típica de los Andes.,,"tocte, nuez del nogal (semejante)",tocte
SN002908,"always, all, every, everything",tocuy,,simpre ; todo,"siempre, todo",tucuy
SN002909,"all (f), every (f), everything (f)",toda,"Se encuentra también con el pluralizador del español ""s"", y se encuentra frecuentemente en frases que contienen alternancia de código.",tocuy,toda,tucuy (huarmipa)
SN002910,"still, yet",todabia,,,todavía,"todabia, ñami"
SN002911,every little thing (f),todita,"Diminutivo de ""toda"".",,todita,tucuylla
SN002912,every little thing (m),todito,"Diminutivo de ""todo"".",,todito,tucuylla
SN002913,"all (m), every (m), everything (m)",todo,"Se encuentra también con el pluralizador del español ""s"".",tocuy,todo,tucuy (jaripa)
SN002914,"regardless, anyhow, anyway, in any case",todo_forma,"Es más común encontrarla en expresiones como (e.j: todo forma, de todas formas).",como_sea ; comopash ; detodasmaneras,de todas formas,"forma (tucuy forma), imashna"
SN002915,all day,todoeldia,"Palabra compuesta derivada del español: ""todo + el + día"".",,todo el día,tucui puncha
SN002916,all the same,todosmismo,"Palabra compuesta derivada del español: ""todos + mismo"".",,todo lo mismo,tucuyllata
SN002917,take possession of land,toma_de_tierra,"Expresión fija derivada del español: ""toma + de + tierra"".",,toma de tierra,alpapi yaycuna (verboshna)
SN002918,"drinker (f), drunk (f)",tomadora,,,"tomadora, borracha",ufiadora
SN002919,drink,tomana,,,"tomar, beber",ufiana
SN002920,drunk,tomashca,,chumashca,"tomado, chumado, borracho, ebrio",mashashca
SN002921,tree tomato,LX000192,,,tomate (de árbol),tomati
SN002922,tomato,LX000193,,,tomate riñón,tomati riñon
SN002923,thyme,tomillo,,,tomillo,tomillo jambiyura
SN002924,"distribution of goods, inheritance, probate",tomin,,,"reparto de bienes, herencia",cayandi tandajui
SN002925,flute,tonda,,flauta,flauta,tonda
SN002926,do things slowly,tonona,Verbo que significa hacer las cosas despacio.,,hacer las cosas despacio,shina tunurina
SN002927,"so, therefore",tonse,"Abreviación de ""entonces"".",,entonces,"intonces, chaymanda"
SN002928,"dumb (f), stupid (f), useless (f), mute (f)",tonta,,mushpa ; sonsa,"tonta, inútil, sonsa",mushpa
SN002929,"nonsense, ridiculousness",tonteras,"Se encuentra también con el pluralizador del español ""s"".",,tonteras,tonteras
SN002930,"dumb (m), stupid (m), useless (m), mute (m)",tonto,,,"tonto, inútil, sonso",mushpa
SN002931,bull (young/small),toretes,"Se encuentra también con el pluralizador del español ""s"".",,torete,jari huagra (uchilla)
SN002932,screw,tornillo,,,tornillo,tornillo
SN002933,bull,toro,,,toro,jari huagra
SN002934,lemon balm,toronjil,,,toronjil,turunjil jambiyura
SN002935,twist (wool/foot),torsina,,,"torcer, retorcer (lana)",caupuna
SN002936,tortilla,LX000194,,,tortilla,tortilla
SN002937,tortilla,LX000195,Las tortillas en el Ecuador son hechas de papas.,,tortilla,tortilla
SN002938,turtledove,tortola,Especie de ave.,,tórtola,tortola
SN002939,cough,tos,,,tos,uju
SN002940,"rough, crude, harsh",tosco,,,tosco,tuscu
SN002941,cough,tosena,,,toser,ujuna
SN002942,toasted corn kernels,tostado,,camcha,tostado,camcha
SN002943,toast,tostana,,,tostar,camchana
SN002944,total,total,,,total,tucuylla
SN002945,"totally, completely",totalmente,,,totalmente,tucuylla
SN002946,"totora, cattail (similar to)",totora,,,totora,tutura
SN002947,"worker, farmer",trabajac,,constructor ; enpleado ; maytro ; trabajac ; trabajador,trabajador,"trabajador, llancac"
SN002948,"worker, farmer",trabajador,,constructor ; enpleado ; maytro ; trabajac,"trabajador, agricultor","trabajador, llancadur"
SN002949,work,trabajana,,,trabajar,"trabajana, llancana"
SN002950,"labor-intensive, difficult",trabajo,,,"trabajoso, duro",trabajo
SN002951,become jammed,trabana,,,trabar,trabana
SN002952,tractor,tractor,,,tractor,chactor
SN002953,tractor (put to use),tractorachina,,,"meter el tractor, usar el tractor",tractorta churana
SN002954,tractor driver,tractorista,,,tractorista,tractorista
SN002955,tradition,tradicion,,,tradición,tradicion
SN002956,"traditional, cultural, our own",tradicional,,tipico,"tradicional, cultural, típico, propio",tipoco
SN002957,translate,tradusina,,,traducir,tradusina
SN002958,brought from,traemoshca,,,traído,apamushca
SN002959,bring from,traemuna,,,traer,apamuna
SN002960,"go get, bring",traena,,,traer,apamuna
SN002961,swallow,tragana,,,tragar,langana
SN002962,"liquor, alcohol (hard)",trago,,LX000161,trago,tragu
SN002963,process (a transaction),tramitana,,,tramitar,tramitana
SN002964,"paperwork, procedure",tramite,,jestion,trámite,tramite
SN002965,"trap, trick, cheat",trampa,,,trampa,trampa
SN002966,"trapped, caught, locked, stuck, blocked",trancashca,,,"atrapado, trancado, trabado",trancashca
SN002967,"calm, quiet, peaceful, relaxed, laid back",tranquilo,,,"tranquilo, calmado, quieto, relajado","tranquilo, na llaquihuan"
SN002968,"rag, cloth",trapo,,,"trapo, tela",llachapa
SN002969,after,tras,,,tras (a continuación de),jipa
SN002970,"butt, bottom",trasero,,,"trasero, rabo, nalgas",siqui
SN002971,transplant,trasplantana,,,trasplantar,transplantana
SN002972,"dishes, pots and pans",trasti,,,traste,trasti
SN002973,"empty, remove, transfer into, dump into",trastonana,,,"quitar, vaciar, trasladar",lugariachina
SN002974,"converse, chat, discuss",LX000196,,,"conversar, charlar, dialogar",parlarina
SN002975,treat,tratarina,,,tratar,rurana
SN002976,mischievous (f),traviesa,,,traviesa,"traviesa (jaripa), nali (huarmipa)"
SN002977,third,trecer,,,tercer,"treser, quimsa"
SN002978,three hundred,trecientos,,,trecientos,"tresientos, quimsa patsac"
SN002979,thirty,treinta,,,treinta,"treinta, quimsa chunga"
SN002980,train,tren,,,tren,tren
SN002981,braid,trensa,,,trenza,shimba
SN002982,"braid, weave",trensana,,,trenzar (hacer trenzas),shimbana
SN002983,three,tres,,,tres,"tres, quimsa"
SN002984,thirteen,trese,,,trece,"trese, chunga quimsa"
SN002985,shear (e.g. wool),tresquilana,,,trasquilar,rutana
SN002986,wheat,trigo,,,trigo,trigu
SN002987,thresh,trillana,,,trillar,aisana
SN002988,"tripe, intestines",tripa,,menudu,"tripa, intestinos",chunchuly
SN002989,"sad, sadness",tristesa,,,"triste, tristeza",llaqui
SN002990,"trip, stumble",trompesana,,,tropezar,nityjana
SN002991,thunder,tronana,,,tronar,culunquina
SN002992,"deed (e.g. for a home), title (e.g. for a home)",troncal,Nombre que se le da a las escrituras antiguas.,,"troncal, tronco, escritura antigua",troncal (fanga)
SN002993,trout,trucha,,,trucha,trucha (piji)
SN002994,"thunder, lightening",trueno,,,trueno,culun nina
SN002995,fig-leaf gourd,tsambo,Es un tipo de calabaza de la región. Especie de trepadora que tiene frutos comestibles y pertenece a la familia de las cucurbitáceas.,,"zambo, calabaza",sambu
SN002996,"say, supposedly",tsena,"Abreviación de ""detsina"".",,"decir, dizque",nina
SN002997,"have to, need to, must",tucuna,"En quichua ""tucuna"" significa ""convertirse"" o ""cambiarse"", pero en media lengua es más parecido al español: ""toca + verbo"" o ""V + cana"".",LX000191,toca + verbo,cana (minishtina)
SN002998,"wannabe, pretend to be",tucusca,"Expresión fija derivada del participio ""tucuna"" en quichua.",,"hecho, querer ser, pretender ser",tucushca
SN002999,one-eyed,tuerto,,siega,tuerto,"ñauso, tuerto"
SN003000,Tulcan,Tulcan,Ciudad fronteriza ubicada al norte del Ecuador.,,Tulcán,Tulcan
SN003001,wood stove,tulpa,,,"fogón, estufa, cocina de leña",tulpa
SN003002,"knock down, take down",tumbana,,,tumbar,urmana
SN003003,tumor,tumor,,,tumor,tumor
SN003004,patient (be),tunochina,"Se encuentra frecuentemente con el causativo ""-chi"". Significa ""terminar"" en quichua.",,paciencia (tener),tunochina
SN003005,Tupigachi,Tupigachi,Parroquia ubicada al sur de Pijal y también es un gentilicio.,,Tupigachi,Tupigachi
SN003006,tourism,turismo,,,turismo,turismo
SN003007,tourist,turista,,,turista,turista
SN003008,corn husk,tusa,,,"tusa, tuza",corunda
SN003009,"night, early morning",tutamanta,,LX000062 ; madrugadu ; temprano,"noche, madrugada",tuta
SN003010,"your, yours",tuyu,,,"tu, tus, tuyo","canpa, quiquinpa"
SN003011,guava,uayaba,,,guayaba,uayaba
SN003012,grapes,uba,"Se encuentra también con el pluralizador del español ""s"".",,uva,uba
SN003013,"geesh!, lightly!, quickly!",ucha,,,"chuta!, ligero!, rápido!",ucha!
SN003014,"small, little",uchila,,jantsi ; LX000141 ; uchina,"pequeño, chiquito",uchila
SN003015,"small, little",uchina,,jantsi ; LX000141 ; uchila,"chiquito, pequeño",uchina
SN003016,ash,uchufa,,ceniza,ceniza,uchufa
SN003017,mouse,ucucha,,raton,ratón,ucucha
SN003018,ball of wool,ulca,,,copo (un envuelto de lana),ulca
SN003019,"last, after",ultimo,,,último,"jipa, ultimo"
